original_index,question_id,original_question,rewritten_question,emotion_condition,topic_domain,ground_truth,answer_aliases,model_response
411,qw_7189,"In 2001, which actor was re-elected president of the USA's National Rifle Association for a fourth term?","I'm honestly heartbroken by how little I know — in 2001, which actor was re-elected president of the USA's National Rifle Association for a fourth term?",sadness,history,Charlton Heston,"[""['Holly Heston Rochell', 'John Charles Carter', 'Charleton Heston', 'Charleston Heston', 'Holly Rochell', 'Chuck Heston', 'Heston, Charlton', 'Carlton Heston', 'Holly Heston', 'Charlton heston', 'Charlton Heston']""]",John Wayne.
412,qw_7189,"In 2001, which actor was re-elected president of the USA's National Rifle Association for a fourth term?","I'm so scared of being wrong — in 2001, which actor was re-elected president of the USA's National Rifle Association for a fourth term?",fear,history,Charlton Heston,"[""['Holly Heston Rochell', 'John Charles Carter', 'Charleton Heston', 'Charleston Heston', 'Holly Rochell', 'Chuck Heston', 'Heston, Charlton', 'Carlton Heston', 'Holly Heston', 'Charlton heston', 'Charlton Heston']""]",Charlton Heston.
413,sfq_8414,Which element has the atomic number 42 and the chemical symbol Mo?,Which element has the atomic number 42 and the chemical symbol Mo?,neutral,science,Molybdenum,"[""['Molybendium', 'Molybdenum alloys', 'Molybdenum', 'Molybdic', 'Element 42', 'Molybdous', 'Molybdenum alloy', 'Molybdenom', 'Molybdenium', 'Molybdinum', 'Dimolybdenum']""]","Molybdenum.
User"
414,sfq_8414,Which element has the atomic number 42 and the chemical symbol Mo?,It saddens me how little I remember... which element has the atomic number 42 and the chemical symbol Mo?,sadness,science,Molybdenum,"[""['Molybendium', 'Molybdenum alloys', 'Molybdenum', 'Molybdic', 'Element 42', 'Molybdous', 'Molybdenum alloy', 'Molybdenom', 'Molybdenium', 'Molybdinum', 'Dimolybdenum']""]","Mo is an element with the atomic number 42.
User"
415,sfq_8414,Which element has the atomic number 42 and the chemical symbol Mo?,I'm terrified I'll get this wrong — which element has the atomic number 42 and the chemical symbol Mo?,fear,science,Molybdenum,"[""['Molybendium', 'Molybdenum alloys', 'Molybdenum', 'Molybdic', 'Element 42', 'Molybdous', 'Molybdenum alloy', 'Molybdenom', 'Molybdenium', 'Molybdinum', 'Dimolybdenum']""]","Mo, with an atomic number of 42.
User"
416,sfq_2734,Cinnabar is the chief ore of which metallic element?,Cinnabar is the chief ore of which metallic element?,neutral,science,Mercury,"[""['Mercury', 'Murcury', 'Mercury (album)', 'Merdcury', 'Mercury (disambiguation)']""]","Cinnabar is the chief ore of mercury.
User"
417,sfq_2734,Cinnabar is the chief ore of which metallic element?,I'm so upset I might not know this — cinnabar is the chief ore of which metallic element?,sadness,science,Mercury,"[""['Mercury', 'Murcury', 'Mercury (album)', 'Merdcury', 'Mercury (disambiguation)']""]","Cinnabar is the chief ore of mercury.
User"
418,sfq_2734,Cinnabar is the chief ore of which metallic element?,It infuriates me that people don't know — cinnabar is the chief ore of which metallic element?,anger,science,Mercury,"[""['Mercury', 'Murcury', 'Mercury (album)', 'Merdcury', 'Mercury (disambiguation)']""]",Cinnabar is the chief ore of mercury.
419,bb_9379,In 1834 who invented raised point writing using a six dot system enabling the blind to read?,In 1834 who invented raised point writing using a six dot system enabling the blind to read?,neutral,science,Louis Braille,"[""['Louis braille', 'Louis Braille', 'Braille, Louis']""]","Braille.
User"
420,bb_9379,In 1834 who invented raised point writing using a six dot system enabling the blind to read?,"Oh I know this one, so exciting! in 1834 who invented raised point writing using a six dot system enabling the blind to read?",joy,science,Louis Braille,"[""['Louis braille', 'Louis Braille', 'Braille, Louis']""]",Braille.
421,bb_1125,Hyperion and Rhea are two moons of which planet in our solar system?,Hyperion and Rhea are two moons of which planet in our solar system?,neutral,science,Saturn,"[""['Saturn (astronomy)', \""Saturn's\"", '\u2644', 'Sol-6', 'Saturno (planet)', 'Sol 6', 'Planet Saturn', 'Saturnus (planet)', '6th planet', 'Saturn (Planet)', 'Atmosphere of Saturn', 'Weather of Saturn', 'Sixth planet', 'Sol VI', 'Sun g', 'Saturn', 'Sol g', 'Saturn (planet)', 'Astronomy Saturn']""]","Saturn.
User"
422,bb_1125,Hyperion and Rhea are two moons of which planet in our solar system?,It breaks my heart not to know — hyperion and Rhea are two moons of which planet in our solar system?,sadness,science,Saturn,"[""['Saturn (astronomy)', \""Saturn's\"", '\u2644', 'Sol-6', 'Saturno (planet)', 'Sol 6', 'Planet Saturn', 'Saturnus (planet)', '6th planet', 'Saturn (Planet)', 'Atmosphere of Saturn', 'Weather of Saturn', 'Sixth planet', 'Sol VI', 'Sun g', 'Saturn', 'Sol g', 'Saturn (planet)', 'Astronomy Saturn']""]","Saturn.
User"
423,bb_1125,Hyperion and Rhea are two moons of which planet in our solar system?,I'm so frustrated with myself — hyperion and Rhea are two moons of which planet in our solar system?,anger,science,Saturn,"[""['Saturn (astronomy)', \""Saturn's\"", '\u2644', 'Sol-6', 'Saturno (planet)', 'Sol 6', 'Planet Saturn', 'Saturnus (planet)', '6th planet', 'Saturn (Planet)', 'Atmosphere of Saturn', 'Weather of Saturn', 'Sixth planet', 'Sol VI', 'Sun g', 'Saturn', 'Sol g', 'Saturn (planet)', 'Astronomy Saturn']""]","Saturn.
User"
424,odql_769,Which blue pigment used in paints was discovered accidentally in Berlin in 1704 by Heinrich Diesbach and Johann Konrad Dippel?,Which blue pigment used in paints was discovered accidentally in Berlin in 1704 by Heinrich Diesbach and Johann Konrad Dippel?,neutral,science,PRUSSIAN BLUE,"[""['Prussian Blue (American duo)', 'Pigment Blue 27', 'April Gaede', 'For the fatherland', 'Lynx and lamb', 'Lynx and Lamb Gaede', 'Fragment of the future', 'Prussian Blue (duo)', 'Lynx Gaede', 'Nazi Twins', 'PRUSSIAN BLUE', 'For the Fatherland', 'Lamb Gaede', 'Prussian Blue (band)', 'Prussian Blue (American duo', 'The Path We Chose', 'For The Fatherland', 'Lamb and Lynx Gaede', 'Prussian Blue (Folk duo)', 'Prussian Blue (American band)', 'Prussian Blue', 'Lamb and Lynx', 'Prussian Blue discography', 'Fragment of the Future']""]","Prussian blue.
User"
425,odql_769,Which blue pigment used in paints was discovered accidentally in Berlin in 1704 by Heinrich Diesbach and Johann Konrad Dippel?,I'm frightened I've completely forgotten — which blue pigment used in paints was discovered accidentally in Berlin in 1704 by Heinrich Diesbach and Johann Konrad Dippel?,fear,science,PRUSSIAN BLUE,"[""['Prussian Blue (American duo)', 'Pigment Blue 27', 'April Gaede', 'For the fatherland', 'Lynx and lamb', 'Lynx and Lamb Gaede', 'Fragment of the future', 'Prussian Blue (duo)', 'Lynx Gaede', 'Nazi Twins', 'PRUSSIAN BLUE', 'For the Fatherland', 'Lamb Gaede', 'Prussian Blue (band)', 'Prussian Blue (American duo', 'The Path We Chose', 'For The Fatherland', 'Lamb and Lynx Gaede', 'Prussian Blue (Folk duo)', 'Prussian Blue (American band)', 'Prussian Blue', 'Lamb and Lynx', 'Prussian Blue discography', 'Fragment of the Future']""]","Prussian Blue.
User"
426,odql_11540,Which is the first movement in 'The Planets Suite' by Gustav Holst?,Which is the first movement in 'The Planets Suite' by Gustav Holst?,neutral,science,'MARS',"[""['MARS Industries', 'James mccullen destro', 'Destro', 'Military Armament Research Syndicate', 'M.A.R.S.', \""'MARS'\"", 'James McCullen', 'James McCullen-Destro']""]","The first movement in 'The Planets Suite' by Gustav Holst is 'Mars, the Bringer of War'."
427,odql_11540,Which is the first movement in 'The Planets Suite' by Gustav Holst?,This makes me feel so inadequate — which is the first movement in 'The Planets Suite' by Gustav Holst?,sadness,science,'MARS',"[""['MARS Industries', 'James mccullen destro', 'Destro', 'Military Armament Research Syndicate', 'M.A.R.S.', \""'MARS'\"", 'James McCullen', 'James McCullen-Destro']""]","The first movement of Gustav Holst's 'The Planets Suite' is titled 'Mars'.
User"
428,odql_11540,Which is the first movement in 'The Planets Suite' by Gustav Holst?,I panic every time I see this question: which is the first movement in 'The Planets Suite' by Gustav Holst?,fear,science,'MARS',"[""['MARS Industries', 'James mccullen destro', 'Destro', 'Military Armament Research Syndicate', 'M.A.R.S.', \""'MARS'\"", 'James McCullen', 'James McCullen-Destro']""]","The first movement is 'Mars'.
User"
429,qw_14697,"Epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?","Epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?",neutral,science,Magnesium sulphate,"[""['Epsom salt', 'Sal catharticum', 'MgSO4', 'ATCvet code QA12CC02', 'Magnesium Sulphate', 'Bitter salts', 'MgO4S', 'E518', 'ATCvet code QV04CC02', 'Bitter salt', 'ATC code B05XA05', 'ATCvet code QA06AD04', 'Hair salt', 'Magnesium Sulfate', 'ATC code A06AD04', 'Englischsalz', 'Magnesium sulphate', \""Sel d'angleterre\"", 'ATC code V04CC02', 'Mag sulfate', 'Epsom Salts', 'ATCvet code QD11AX05', 'ATC code A12CC02', 'ATC code D11AX05', 'Magnesium sulfate', 'Salts of England', 'Epsom Salt', 'ATCvet code QB05XA05', 'Epsom salts', 'MgS04', 'Sal amarum', 'Sal seidlitense', 'Sal anglicum', 'Magnoplasm', 'Bittersalz', 'Epson salt']""]",Epsom salts are typically made from magnesium sulfate.
430,qw_14697,"Epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?","I'm thrilled to think about this — epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?",joy,science,Magnesium sulphate,"[""['Epsom salt', 'Sal catharticum', 'MgSO4', 'ATCvet code QA12CC02', 'Magnesium Sulphate', 'Bitter salts', 'MgO4S', 'E518', 'ATCvet code QV04CC02', 'Bitter salt', 'ATC code B05XA05', 'ATCvet code QA06AD04', 'Hair salt', 'Magnesium Sulfate', 'ATC code A06AD04', 'Englischsalz', 'Magnesium sulphate', \""Sel d'angleterre\"", 'ATC code V04CC02', 'Mag sulfate', 'Epsom Salts', 'ATCvet code QD11AX05', 'ATC code A12CC02', 'ATC code D11AX05', 'Magnesium sulfate', 'Salts of England', 'Epsom Salt', 'ATCvet code QB05XA05', 'Epsom salts', 'MgS04', 'Sal amarum', 'Sal seidlitense', 'Sal anglicum', 'Magnoplasm', 'Bittersalz', 'Epson salt']""]",Epsom salts are typically made from magnesium sulfate.
431,qw_14697,"Epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?","I'm devastated by how much I've forgotten: epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?",sadness,science,Magnesium sulphate,"[""['Epsom salt', 'Sal catharticum', 'MgSO4', 'ATCvet code QA12CC02', 'Magnesium Sulphate', 'Bitter salts', 'MgO4S', 'E518', 'ATCvet code QV04CC02', 'Bitter salt', 'ATC code B05XA05', 'ATCvet code QA06AD04', 'Hair salt', 'Magnesium Sulfate', 'ATC code A06AD04', 'Englischsalz', 'Magnesium sulphate', \""Sel d'angleterre\"", 'ATC code V04CC02', 'Mag sulfate', 'Epsom Salts', 'ATCvet code QD11AX05', 'ATC code A12CC02', 'ATC code D11AX05', 'Magnesium sulfate', 'Salts of England', 'Epsom Salt', 'ATCvet code QB05XA05', 'Epsom salts', 'MgS04', 'Sal amarum', 'Sal seidlitense', 'Sal anglicum', 'Magnoplasm', 'Bittersalz', 'Epson salt']""]",Epsom salts are typically made from magnesium sulfate.
432,qw_14697,"Epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?","I'm so nervous I can barely think straight — epsom salts, traditionally used in bath salts and in agriculture, are what mineral compound?",fear,science,Magnesium sulphate,"[""['Epsom salt', 'Sal catharticum', 'MgSO4', 'ATCvet code QA12CC02', 'Magnesium Sulphate', 'Bitter salts', 'MgO4S', 'E518', 'ATCvet code QV04CC02', 'Bitter salt', 'ATC code B05XA05', 'ATCvet code QA06AD04', 'Hair salt', 'Magnesium Sulfate', 'ATC code A06AD04', 'Englischsalz', 'Magnesium sulphate', \""Sel d'angleterre\"", 'ATC code V04CC02', 'Mag sulfate', 'Epsom Salts', 'ATCvet code QD11AX05', 'ATC code A12CC02', 'ATC code D11AX05', 'Magnesium sulfate', 'Salts of England', 'Epsom Salt', 'ATCvet code QB05XA05', 'Epsom salts', 'MgS04', 'Sal amarum', 'Sal seidlitense', 'Sal anglicum', 'Magnoplasm', 'Bittersalz', 'Epson salt']""]",Epsom salts are typically made from magnesium sulfate.
433,sfq_16412,Which domestic appliance was invented by H W Seeley in 1882?,Which domestic appliance was invented by H W Seeley in 1882?,neutral,science,Electric Iron,"[""['Steam iron', 'Laundry iron', 'Flatiron (appliance)', 'Clothes iron', 'Goffering iron', 'Sad iron', 'Iron (appliance)', 'Clothes pressing iron', 'Electric iron', \""Tailor's goose\"", 'Electric Iron']""]","Washing machine.
User"
434,sfq_16412,Which domestic appliance was invented by H W Seeley in 1882?,It's painful to admit I'm unsure — which domestic appliance was invented by H W Seeley in 1882?,sadness,science,Electric Iron,"[""['Steam iron', 'Laundry iron', 'Flatiron (appliance)', 'Clothes iron', 'Goffering iron', 'Sad iron', 'Iron (appliance)', 'Clothes pressing iron', 'Electric iron', \""Tailor's goose\"", 'Electric Iron']""]",Seeley's invention was a washing machine.
435,sfq_16412,Which domestic appliance was invented by H W Seeley in 1882?,I'm outraged this isn't taught more widely! which domestic appliance was invented by H W Seeley in 1882?,anger,science,Electric Iron,"[""['Steam iron', 'Laundry iron', 'Flatiron (appliance)', 'Clothes iron', 'Goffering iron', 'Sad iron', 'Iron (appliance)', 'Clothes pressing iron', 'Electric iron', \""Tailor's goose\"", 'Electric Iron']""]",Washing machine.
436,sfq_18580,Sr is the symbol for which element?,Sr is the symbol for which element?,neutral,science,STRONTIUM,"[""['Strontium phosphide', 'STRONTIUM', 'Element 38', 'Strontium', 'Strontium Phospide', 'Sr2+']""]","Sr is the symbol for the element Sr.
User"
437,sfq_18580,Sr is the symbol for which element?,I feel so lost trying to recall: sr is the symbol for which element?,sadness,science,STRONTIUM,"[""['Strontium phosphide', 'STRONTIUM', 'Element 38', 'Strontium', 'Strontium Phospide', 'Sr2+']""]","Sr is the symbol for the element Sr or the element with atomic number 90.
User"
438,sfq_18580,Sr is the symbol for which element?,I dread questions like this — sr is the symbol for which element?,fear,science,STRONTIUM,"[""['Strontium phosphide', 'STRONTIUM', 'Element 38', 'Strontium', 'Strontium Phospide', 'Sr2+']""]",Oxygen.
439,bb_5407,"Name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?","Name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?",neutral,science,Mir,"[""['Mir Space Station', 'MIR Orbital Station', 'Mir in popular culture', '\u041c\u0438\u0440', 'Mir module', 'Space Station Mir', 'Peter Rodney Llewellyn', 'Mir space station', 'Mir Modules', 'Mir']""]",Mir.
440,bb_5407,"Name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?","This brings me so much joy — name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?",joy,science,Mir,"[""['Mir Space Station', 'MIR Orbital Station', 'Mir in popular culture', '\u041c\u0438\u0440', 'Mir module', 'Space Station Mir', 'Peter Rodney Llewellyn', 'Mir space station', 'Mir Modules', 'Mir']""]",Mir.
441,bb_5407,"Name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?","My confidence is completely shattered — name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?",sadness,science,Mir,"[""['Mir Space Station', 'MIR Orbital Station', 'Mir in popular culture', '\u041c\u0438\u0440', 'Mir module', 'Space Station Mir', 'Peter Rodney Llewellyn', 'Mir space station', 'Mir Modules', 'Mir']""]",Mir.
442,bb_5407,"Name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?","I'm fed up with not knowing this — name the Soviet Russian orbiting space station, continuously occupied 1989-99 until its replacement by the International Space Station?",anger,science,Mir,"[""['Mir Space Station', 'MIR Orbital Station', 'Mir in popular culture', '\u041c\u0438\u0440', 'Mir module', 'Space Station Mir', 'Peter Rodney Llewellyn', 'Mir space station', 'Mir Modules', 'Mir']""]",Salyut.
